gid,raw,nowcast,lagged,dropnear
23004,0.8422224521636963,0.9284957051277161,0.8452965617179871,0.9212898015975952
23006,0.8353042006492615,0.9151318073272705,0.8388092517852783,0.9276341795921326
23007,0.8062993884086609,0.8445337414741516,0.8052239418029785,0.8327651023864746
23008,0.8074567317962646,0.8455086946487427,0.806530773639679,0.8966309428215027
23011,0.8144111037254333,0.8932983875274658,0.8218652009963989,0.8905215263366699
24001,0.8444902896881104,0.8227812051773071,0.8377668857574463,0.8564971685409546
24003,0.7998621463775635,0.8855452537536621,0.8012232184410095,0.880814790725708
24004,0.8351766467094421,0.889407753944397,0.8420556783676147,0.869896411895752
24005,0.7705209255218506,0.8194186687469482,0.782214343547821,0.8282144069671631
25001,0.8398851752281189,0.8684927821159363,0.8409326076507568,0.8882960677146912
25006,0.7979220747947693,0.9020583033561707,0.8042933940887451,0.8901327252388
25012,0.8500757217407227,0.9226610064506531,0.8564258217811584,0.9038065671920776
25020,0.8018262386322021,0.8268793821334839,0.8214452266693115,0.7559864521026611
26003,0.6371787786483765,0.8428969383239746,0.8106995820999146,0.8248939514160156
27001,0.8568820953369141,0.8862193822860718,0.8705055713653564,0.886894166469574
27003,0.9067401885986328,0.9429704546928406,0.911713719367981,0.9476450085639954
27006,0.8344828486442566,0.8821046352386475,0.8354474306106567,0.8859441876411438
27007,0.8451747894287109,0.8718477487564087,0.8556036949157715,0.8555601239204407
27009,0.8444874286651611,0.8866166472434998,0.8451169729232788,0.8963545560836792
27021,0.8691937923431396,0.9124664068222046,0.8801778554916382,0.9280155897140503
27023,0.8084352016448975,0.9165049195289612,0.8165978193283081,0.9002279043197632
27025,0.7981934547424316,0.8737511038780212,0.802472710609436,0.8831506967544556
27026,0.8141670227050781,0.9027824401855469,0.806799590587616,0.8576237559318542
27029,0.8871965408325195,0.9277312755584717,0.8864363431930542,0.9161198735237122
27030,0.8045716881752014,0.9009914398193359,0.8260184526443481,0.8988444209098816
27032,-0.06621599197387695,-0.2553356885910034,-0.06856369972229004,0.10511338710784912
27034,0.8545443415641785,0.9180333018302917,0.8606283664703369,0.9132952690124512
27035,0.8824671506881714,0.9074075222015381,0.882500171661377,0.903124988079071
27038,0.11387699842453003,0.01076894998550415,0.07826435565948486,-0.04735267162322998
27042,0.8213276863098145,0.8380812406539917,0.8130297064781189,0.7521691918373108
27047,0.8673909306526184,0.9148725271224976,0.8691802024841309,0.9231983423233032
27051,0.836574912071228,0.845589816570282,0.8389958143234253,0.8370903134346008
27071,0.8172096014022827,0.8539110422134399,0.8537662029266357,0.8702789545059204
